Brand Name,Generic Name,Number of Manufacturers,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2017-2018)
Ultram,Tramadol HCl,1,"$3,386,921.60","1,052,404","7,748","1,514",$3.22,$437.13,"$2,237.07",0,10.62%
Ultravate,Halobetasol Propionate,1,"$611,134.25","39,632",607,357,$15.42,"$1,006.81","$1,711.86",0,0.87%
Unasyn*,Ampicillin Sodium/Sulbactam Na,1,"$181,235.82","104,855",944,326,$4.66,$191.99,$555.94,0,396.56%
Unifine Pentips,"Pen Needle, Diabetic",3,"$7,933,282.85","31,555,916","282,024","92,191",$0.25,$28.13,$86.05,0,2.96%
Unifine Pentips Plus,"Pen Needle, Diabetic",3,"$2,863,681.85","11,637,231","95,677","35,274",$0.25,$29.93,$81.18,0,1.89%
Unithroid,Levothyroxine Sodium,1,"$1,278,514.10","2,422,210","38,956","11,364",$0.53,$32.82,$112.51,0,-10.36%
Uptravi,Selexipag,1,"$305,315,458.16","1,347,110","17,378","2,250",$250.39,"$17,569.08","$135,695.76",0,12.68%
Urea,Urea,4,"$188,022.50","243,056","2,014","1,204",$0.78,$93.36,$156.16,0,0.41%
Urecholine,Bethanechol Chloride,1,"$20,583.15","3,546",29, ,$5.68,$709.76, ,1,1.64%
Uribel,Meth/Meblue/Sod Phos/Psal/Hyos,1,"$51,911.45","24,128",499,261,$2.15,$104.03,$198.89,0,1.67%
Urin D.S.,Meth/Meblue/Sod Phos/Psal/Hyos,1,"$6,856.28","12,627",856,773,$0.54,$8.01,$8.87,0,15.59%
Uro-Mp,Meth/Meblue/Sod Phos/Psal/Hyos,1,"$10,066.57","5,885",128,71,$1.71,$78.65,$141.78,0,-12.57%
Urocit-K,Potassium Citrate,1,"$292,452.89","109,404",867,230,$2.75,$337.32,"$1,271.53",0,-2.16%
Urogesic-Blue,Methenam/Sod Phos/Mblue/Hyoscy,1,"$200,644.28","53,629",926,439,$3.74,$216.68,$457.05,0,8.99%
Uroxatral,Alfuzosin HCl,1,"$2,557,277.22","130,737","2,422",464,$19.56,"$1,055.85","$5,511.37",0,5.67%
Urso,Ursodiol,1,"$258,005.41","53,127",342,80,$4.86,$754.40,"$3,225.07",0,12.53%
Urso Forte,Ursodiol,1,"$515,068.53","62,849",515,111,$8.20,"$1,000.13","$4,640.26",0,28.65%
Ursodiol,Ursodiol,17,"$138,145,811.23","47,241,526","402,984","81,394",$2.97,$342.81,"$1,697.25",0,-2.95%
Ustell,Methen/Mblue/Sal/Sod Phos/Hyos,1,"$17,265.79","7,880",106,40,$2.19,$162.88,$431.64,0,-0.92%
Utibron Neohaler,Indacaterol/Glycopyrrolate,2,"$2,503,796.65","404,186","5,808","1,691",$6.19,$431.09,"$1,480.66",0,8.14%
Utira-C,Meth/Meblue/Sod Phos/Psal/Hyos,1,"$15,979.51","3,926",34, ,$4.07,$469.99, ,0,1.31%
V-C Forte,Multivit-Mins No.7/Folic Acid,1,$253.03,"1,110",19, ,$0.23,$13.32, ,1,-1.53%
V-Go 20,"Sub-Q Insulin Device, 20 Unit",1,"$5,112,230.11","441,051","11,716","2,681",$11.59,$436.35,"$1,906.84",0,10.10%
V-Go 30,"Sub-Q Insulin Device, 30 Unit",1,"$5,304,749.12","456,600","12,361","2,925",$11.62,$429.15,"$1,813.59",0,9.87%
V-Go 40,"Sub-Q Insulin Device, 40 Unit",1,"$8,416,714.49","723,409","19,208","3,947",$11.63,$438.19,"$2,132.43",0,9.94%
Vabomere,Meropenem/Vaborbactam,2,"$306,830.17","85,075",176,32,$4.03,"$1,743.35","$9,588.44",0, 
Vagifem,Estradiol,1,"$11,100,676.04","527,009","35,746","11,971",$21.06,$310.54,$927.30,0,-0.02%
Valacyclovir,Valacyclovir HCl,19,"$78,611,384.07","78,077,475","2,179,420","1,004,694",$1.06,$36.07,$78.24,0,1.85%
Valchlor,Mechlorethamine HCl,2,"$7,546,970.02","115,260","1,283",437,$65.47,"$5,882.28","$17,269.95",0,8.13%
Valcyte,Valganciclovir HCl,1,"$1,996,979.70","90,158",605,272,$45.80,"$3,300.79","$7,341.84",1,-2.71%
Valganciclovir HCl,Valganciclovir HCl,8,"$102,343,875.06","4,126,951","84,134","23,398",$25.80,"$1,216.44","$4,374.04",0,-29.63%
Valium,Diazepam,1,"$7,323,886.12","1,140,185","15,413","3,154",$6.32,$475.18,"$2,322.09",0,1.12%
Valproate Sodium,Valproic Acid (As Sodium Salt),3,"$15,365.72","14,340",303,48,$1.15,$50.71,$320.12,0,3.05%
Valproic Acid,Valproic Acid,6,"$5,328,632.67","16,698,418","122,456","23,027",$0.32,$43.51,$231.41,0,14.17%
Valproic Acid,Valproic Acid (As Sodium Salt),6,"$10,841,638.68","164,667,373","278,156","38,306",$0.07,$38.98,$283.03,0,-6.63%
Valsartan,Valsartan,17,"$125,939,341.01","234,106,041","3,647,689","1,074,432",$0.54,$34.53,$117.21,0,-7.65%
Valsartan-Hydrochlorothiazide,Valsartan/Hydrochlorothiazide,12,"$74,205,815.83","153,352,375","2,347,400","639,173",$0.48,$31.61,$116.10,0,2.84%
Valstar,Valrubicin,1,"$689,458.92","2,520",35,25,$273.59,"$19,698.83","$27,578.36",0,16.14%
Valtrex,Valacyclovir HCl,1,"$5,210,147.54","351,777","6,595","1,764",$15.31,$790.01,"$2,953.60",0,6.01%
Vanatol Lq,Butalb/Acetaminophen/Caffeine,1,"$416,444.50","176,769",228,86,$2.36,"$1,826.51","$4,842.38",0,-1.99%
Vanatol S,Butalb/Acetaminophen/Caffeine,1,"$74,002.54","25,830",45,25,$2.86,"$1,644.50","$2,960.10",0,1.26%
Vancocin HCl,Vancomycin HCl,1,"$560,182.96","5,205",75,55,$80.42,"$7,469.11","$10,185.14",1,6.42%
Vancomycin,Vancomycin HCl In 5 % Dextrose,1,"$177,727.15","1,960,478","2,845",940,$0.09,$62.47,$189.07,0,-2.93%
Vancomycin HCl,Vancomycin HCl In 5 % Dextrose,1,"$1,159,072.10","7,373,837","6,805","2,331",$0.16,$170.33,$497.24,0,26.19%
Vancomycin HCl*,Vancomycin HCl,15,"$121,568,365.16","51,604,615","438,608","172,145",$4.68,$277.17,$706.20,0,15.76%
Vancomycin HCl-0.9% NaCl,Vancomycin/0.9 % Sod Chloride,1,"$875,735.32","6,915,893","8,683","2,683",$0.12,$100.86,$326.40,0,0.52%
Vancomycin HCl-D5W,Vancomycin HCl In 5 % Dextrose,1,"$47,602.87","601,884","1,355",397,$0.08,$35.13,$119.91,0,-4.17%
Vandazole,Metronidazole,1,"$530,087.89","494,842","6,832","5,510",$1.07,$77.59,$96.20,0,6.32%
Vanishpoint,"Syringe And Needle,Insulin,1ml",1,"$72,481.49","102,723","1,078",242,$0.71,$67.24,$299.51,0,-0.79%
Vanishpoint,"Syringe-Needle,Insulin,0.5 Ml",1,"$6,966.27","9,390",112,18,$0.74,$62.20,$387.02,0,5.41%
Vanos,Fluocinonide,1,"$830,210.53","33,540",292,134,$24.75,"$2,843.19","$6,195.60",0,-5.94%
Vantas,Histrelin Acetate,1,"$73,274.53",20,20,20,"$3,663.73","$3,663.73","$3,663.73",1,2.04%
Vaqta,Hepatitis A Virus Vaccine/PF,1,"$2,450,439.40","27,381","27,614","24,952",$89.77,$88.74,$98.21,0,-5.31%
Varivax Vaccine,Varicella Vaccine Live/PF,1,"$218,593.82","1,542","1,539","1,294",$141.76,$142.04,$168.93,0,1.95%
Varubi,Rolapitant HCl,1,"$1,896,100.95","6,268","2,255",796,$302.50,$840.84,"$2,382.04",0,7.37%
Vascepa,Icosapent Ethyl,1,"$239,701,796.59","103,606,649","704,405","141,359",$2.32,$340.29,"$1,695.70",0,10.13%
Vaseretic,Enalapril/Hydrochlorothiazide,1,"$262,124.22","20,709",295,63,$12.66,$888.56,"$4,160.70",0,-0.13%
Vasotec,Enalapril Maleate,1,"$6,216,841.51","309,251","3,429",724,$20.21,"$1,813.02","$8,586.80",0,1.87%
Vecamyl,Mecamylamine HCl,1,"$232,108.12","3,670",47, ,$63.24,"$4,938.47", ,0,-0.94%
Vectibix,Panitumumab,1,"$1,443,600.92","5,955",184,47,$242.72,"$7,845.66","$30,714.91",0,3.26%
Vectical,Calcitriol,1,"$1,094,423.32","890,000","7,849","4,739",$1.23,$139.43,$230.94,0,-15.31%
Velcade,Bortezomib,1,"$14,455,392.47","8,835","2,605",515,"$1,636.11","$5,549.09","$28,068.72",0,-0.49%
Veletri,Epoprostenol Sodium (Arginine),1,"$398,909.91","8,258",97,17,$48.31,"$4,112.47","$23,465.29",0,-0.26%
Velivet,Desogestrel-Ethinyl Estradiol,1,"$38,571.77","50,512","1,177",194,$0.76,$32.77,$198.82,0,3.58%
Velphoro,Sucroferric Oxyhydroxide,1,"$139,257,257.45","10,822,469","59,849","17,789",$12.87,"$2,326.81","$7,828.28",0,9.73%
Veltassa,Patiromer Calcium Sorbitex,1,"$77,725,105.10","2,868,223","86,914","24,335",$27.10,$894.28,"$3,193.96",0,17.27%
Vemlidy,Tenofovir Alafenamide,1,"$67,894,657.12","1,878,711","56,689","7,187",$36.14,"$1,197.67","$9,446.87",0,6.53%
Venclexta,Venetoclax,1,"$139,714,016.32","1,501,546","14,661","3,758",$90.65,"$9,529.64","$37,177.76",0,10.75%
Venclexta Starting Pack,Venetoclax,1,"$4,297,191.77","73,724","1,763","1,746",$58.29,"$2,437.43","$2,461.16",0,9.22%
Venlafaxine HCl,Venlafaxine HCl,17,"$32,796,365.75","73,058,266","898,836","195,108",$0.46,$36.49,$168.09,0,3.18%
Venlafaxine HCl ER,Venlafaxine HCl,15,"$154,705,161.02","298,975,786","5,129,663","851,810",$0.57,$30.16,$181.62,0,-4.24%
Ventavis,Iloprost Tromethamine,1,"$582,777.38","3,870",21, ,$150.59,"$27,751.30", ,1,1.72%
Ventolin HFA,Albuterol Sulfate,1,"$574,608,767.94","190,039,623","8,886,496","3,383,182",$3.02,$64.66,$169.84,0,3.51%
Veo Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark",1,"$797,760.89","5,537,664","34,889","13,957",$0.14,$22.87,$57.16,0,-6.29%
Veo Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,"$1,250,666.93","4,577,203","34,340","14,321",$0.27,$36.42,$87.33,0,1.72%
Veo Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,"$3,748,584.62","19,164,214","122,727","46,348",$0.20,$30.54,$80.88,0,-3.99%
Veo Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",1,"$4,664,430.80","27,731,092","179,990","64,734",$0.17,$25.91,$72.06,0,-4.81%
Veramyst,Fluticasone Furoate,1,"$59,868.58","3,110",288,189,$19.25,$207.88,$316.76,0,3.00%
Verapamil ER,Verapamil HCl,6,"$49,203,610.77","115,662,549","1,571,487","349,457",$0.43,$31.31,$140.80,0,-9.85%
Verapamil ER PM,Verapamil HCl,2,"$11,286,004.31","6,031,546","94,672","20,941",$1.87,$119.21,$538.94,0,17.31%
Verapamil HCl*,Verapamil HCl,5,"$30,592,459.50","37,105,191","392,891","92,436",$1.20,$77.87,$330.96,0,3.45%
Verapamil SR,Verapamil HCl,1,"$24,112,899.25","19,707,482","271,285","84,029",$1.22,$88.88,$286.96,0,-0.20%
Veregen,Sinecatechins,1,"$392,067.88","8,640",247,134,$45.38,"$1,587.32","$2,925.88",0,10.67%
Verelan,Verapamil HCl,1,"$387,797.24","53,709",781,211,$7.19,$496.54,"$1,837.90",0,1.86%
Verelan PM,Verapamil HCl,1,"$206,365.98","30,224",451,92,$7.02,$457.57,"$2,243.11",0,-1.30%
Versacloz,Clozapine,1,"$702,819.96","87,728",487,73,$8.01,"$1,443.16","$9,627.67",0,0.23%
Verzenio,Abemaciclib,1,"$106,458,847.68","518,836","9,483","2,556",$205.17,"$11,226.28","$41,650.57",0,2.75%
Vesicare,Solifenacin Succinate,1,"$691,720,521.79","58,475,720","1,376,968","270,564",$11.83,$502.35,"$2,556.59",0,12.88%
Vestura,Ethinyl Estradiol/Drospirenone,1,"$17,262.07","11,788",236,95,$1.46,$73.14,$181.71,0,0.90%
Vfend,Voriconazole,1,"$526,582.59","7,258",73,14,$100.25,"$7,213.46","$37,613.04",1,11.60%
Vfend IV,Voriconazole,2,"$236,909.29","7,182",246,81,$36.49,$963.05,"$2,924.81",1,171.34%
Viagra,Sildenafil Citrate,1,"$21,219,454.79","313,843","72,176","15,766",$67.63,$294.00,"$1,345.90",0,15.92%
Vibativ,Telavancin HCl,1,"$1,177,420.82","69,328",491,92,$16.98,"$2,398.01","$12,798.05",1,53.05%
Viberzi,Eluxadoline,1,"$59,371,508.84","3,093,777","48,293","11,443",$19.19,"$1,229.40","$5,188.46",0,10.14%
Vibramycin,Doxycycline Calcium,1,"$300,004.20","287,358","1,524",911,$1.04,$196.85,$329.31,0,23.26%
Vibramycin,Doxycycline Hyclate,1,"$171,261.98","15,092",283,118,$11.35,$605.17,"$1,451.37",0,12.33%
Vicodin,Hydrocodone/Acetaminophen,1,"$203,966.38","178,849","3,269","2,046",$1.14,$62.39,$99.69,0,8.15%
Vicodin Es,Hydrocodone/Acetaminophen,1,"$177,087.41","153,043","2,142","1,205",$1.16,$82.67,$146.96,0,4.46%
Vicodin HP,Hydrocodone/Acetaminophen,1,"$158,163.72","108,134","1,132",583,$1.46,$139.72,$271.29,0,-0.14%
Victoza 2-Pak,Liraglutide,1,"$333,840,984.43","3,550,062","473,305","125,487",$94.04,$705.34,"$2,660.36",0,8.46%
Victoza 3-Pak,Liraglutide,1,"$1,341,681,067.80","14,452,465","1,112,950","250,182",$92.83,"$1,205.52","$5,362.82",0,8.39%
Vidaza,Azacitidine,1,"$292,609.33",483,41, ,$605.82,"$7,136.81", ,0,1.75%
Videx EC,Didanosine,1,"$19,715.02","3,092",114,16,$6.28,$172.94,"$1,232.19",1,-4.07%
Viekira XR,Ombita/Paritap/Riton/Dasabuvir,1,"$503,808.22","1,512",18, ,$333.21,"$27,989.35", ,1,0.22%
Vienva,Levonorgestrel-Ethin Estradiol,2,"$134,037.98","255,785","5,608","1,702",$0.52,$23.90,$78.75,0,5.55%
Vigabatrin,Vigabatrin,2,"$2,209,381.48","22,530",142,16,$98.22,"$15,559.02","$138,086.34",0,2.82%
Vigamox,Moxifloxacin HCl,1,"$3,670,753.38","69,973","21,318","14,692",$52.46,$172.19,$249.85,0,0.81%
Viibryd,Vilazodone HCl,1,"$94,008,904.94","11,218,564","300,589","49,233",$8.38,$312.75,"$1,909.47",0,10.35%
Vimizim,Elosulfase Alfa,1,"$13,906,365.75","60,485",154,14,$229.91,"$90,301.08","$993,311.84",0,1.72%
Vimovo,Naproxen/Esomeprazole Mag,1,"$34,062,584.84","830,648","12,421","3,956",$41.01,"$2,742.34","$8,610.36",0,10.04%
Vimpat*,Lacosamide,1,"$545,362,956.28","56,306,094","659,732","70,497",$13.01,$826.64,"$7,735.97",0,7.58%
Vinblastine Sulfate,Vinblastine Sulfate,1,"$4,360.57","1,010",46,13,$4.32,$94.80,$335.43,0,15.13%
Vincasar PFS,Vincristine Sulfate,1,"$1,169.32",81,44,15,$14.45,$26.58,$77.95,1,26.39%
Vincristine Sulfate,Vincristine Sulfate,2,"$4,929.41",995,428,112,$4.95,$11.52,$44.01,0,-9.38%
Vinorelbine Tartrate,Vinorelbine Tartrate,3,"$21,189.53","1,417",139,36,$17.69,$152.44,$588.60,0,13.39%
Viokace,Lipase/Protease/Amylase,1,"$2,571,646.91","517,741","2,112",613,$4.67,"$1,217.64","$4,195.18",0,1.19%
Viorele,Desog-E.Estradiol/E.Estradiol,1,"$137,458.66","153,871","3,301",863,$0.89,$41.64,$159.28,0,6.70%
Viracept,Nelfinavir Mesylate,1,"$5,630,586.41","654,617","4,387",593,$9.44,"$1,283.47","$9,495.09",0,6.30%
Viramune,Nevirapine,1,"$434,090.45","62,512",458,64,$13.22,$947.80,"$6,782.66",0,6.02%
Viramune XR,Nevirapine,1,"$566,116.89","21,655",684,98,$26.14,$827.66,"$5,776.70",0,6.28%
Viread,Tenofovir Disoproxil Fumarate,1,"$41,237,164.60","1,137,731","37,842","7,885",$36.74,"$1,089.72","$5,229.82",0,1.96%
Virt-C DHA,"PNV 16/Iron Fum,Ps/Folic/Om-3",1,"$5,996.79","5,222",133,38,$1.15,$45.09,$157.81,0,4.19%
Virt-Caps,B Complex W-C No.20/Folic Acid,1,"$17,199.93","40,970",757,238,$0.42,$22.72,$72.27,0,-0.10%
Virt-Nate,"Prenatal Vit,Cal 73/Iron/Folic",1,"$1,288.90","2,449",56,18,$0.53,$23.02,$71.61,0,10.36%
Virt-Nate DHA,PNV 11/Iron Fum/Folic Acid/Om3,1,"$13,735.45","4,380",92,35,$3.14,$149.30,$392.44,0,3.84%
Virt-Pn,"Prenatal,Calc.40/Iron/Folate 1",1,"$4,590.22","3,120",77,20,$1.47,$59.61,$229.51,0,9.82%
Virt-Pn DHA,Prenatal 47/Iron/Folate 1/DHA,1,"$32,858.15","18,264",413,155,$1.80,$79.56,$211.99,0,0.77%
Virt-Pn Plus,Prenatal 68/Iron/Folic No1/DHA,1,"$7,607.74","4,050",84,33,$1.88,$90.57,$230.54,0,-5.74%
Virt-Vite Forte,Cyanocobalamin/Folic Ac/Vit B6,1,$740.17,"1,017",17, ,$0.73,$43.54, ,1,29.54%
Vistaril,Hydroxyzine Pamoate,1,"$23,792.60","8,674",120,69,$2.77,$198.27,$344.82,0,6.49%
Visudyne,Verteporfin,1,"$21,260.87",12,12,11,"$1,771.74","$1,771.74","$1,932.81",1,1.92%
Vitafol Fe+,PNV 102/Iron/Folate 1/DSS/DHA,1,"$8,017.20","3,912",57,27,$2.05,$140.65,$296.93,0,6.98%
Vitafol Gummies,PNV 112/Iron/Folic/Om3/DHA/EPA,1,"$38,124.52","26,370",307,105,$1.45,$124.18,$363.09,0,12.32%
Vitafol Nano,Prenatal No.75/Iron/Folate No1,1,"$1,929.60",450,11, ,$4.29,$175.42, , ,16.12%
Vitafol Ultra,PNV 67/Iron Ps/Folate No.1/DHA,1,"$105,879.49","24,870",656,262,$4.26,$161.40,$404.12,0,12.05%
Vitafol-Ob,Prenatal Vit 10/Iron Fum/Folic,1,"$31,336.08","8,123",175,81,$3.86,$179.06,$386.87,0,11.45%
Vitafol-Ob+DHA,Prenatal Vit 10/Iron/Folic/DHA,1,"$11,409.37","5,100",55,22,$2.24,$207.44,$518.61,0,10.59%
Vitafol-One,Prenatal 26/Iron Ps/Folic/DHA,1,"$44,533.54","10,647",258,93,$4.18,$172.61,$478.86,0,12.77%
Vitamedmd One Rx,Prenatal 25/Iron/Folate 6/DHA,1,"$6,327.57","1,710",43,19,$3.70,$147.15,$333.03,0,2.18%
Vitamin D2,Ergocalciferol (Vitamin D2),10,"$787,698.23","955,694","171,049","41,922",$0.82,$4.61,$18.79,0,39.47%
Vivelle-Dot,Estradiol,1,"$5,831,550.17","362,453","28,086","5,536",$16.09,$207.63,"$1,053.39",0,7.49%
Vivitrol,Naltrexone Microspheres,1,"$26,451,133.76","19,858","19,681","5,225","$1,331.99","$1,343.99","$5,062.42",0,-0.04%
Vivlodex,"Meloxicam, Submicronized",1,"$1,197,315.09","49,913","1,335",608,$23.99,$896.87,"$1,969.27",0,10.82%
Vol-Care Rx,Vit B Comp No.3/Folic/C/Biotin,1,"$1,829.27","7,259",132,51,$0.25,$13.86,$35.87,0,2.39%
Vol-Nate,Multivit-Mins No.64/Iron/Folic,1,$904.16,"1,708",38,16,$0.53,$23.79,$56.51,0,4.89%
Vol-Plus,Multivit-Mins60/Iron Fum/Folic,1,"$34,403.16","64,578","1,632",712,$0.53,$21.08,$48.32,0,5.16%
Voltaren*,Diclofenac Sodium,1,"$130,548,400.72","238,581,147","1,394,635","528,554",$0.55,$93.61,$246.99,0,5.41%
Voriconazole*,Voriconazole,19,"$48,461,300.83","2,374,100","34,638","13,261",$20.51,"$1,399.08","$3,654.42",0,36.68%
Vosevi,Sofosbuvir/Velpatas/Voxilaprev,1,"$144,806,296.07","161,783","5,802","2,240",$895.06,"$24,958.00","$64,645.67",0,1.01%
Votrient,Pazopanib HCl,1,"$230,829,576.51","2,242,214","23,239","4,668",$102.95,"$9,932.85","$49,449.35",0,11.28%
Vp-Heme One,"PNV 19/Iron Ps,Heme/Folic/DHA",1,"$2,662.57","1,050",27, ,$2.54,$98.61, ,1,1.00%
Vp-PNV-DHA,Prenatal No.52/Iron/FA/DHA,1,"$19,157.12","12,356",349,79,$1.55,$54.89,$242.50,0,10.77%
Vp-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,1,"$1,898.71","8,992",138,61,$0.21,$13.76,$31.13,0,3.45%
Vpriv,Velaglucerase Alfa,1,"$8,476,836.28","8,301",280,22,"$1,021.18","$30,274.42","$385,310.74",1,-28.66%
Vraylar,Cariprazine HCl,1,"$184,939,872.40","4,516,660","149,958","26,891",$40.95,"$1,233.28","$6,877.39",0,11.71%
Vusion,Miconazole Nitrate/Zinc Ox/Pet,1,"$350,866.21","30,300",523,248,$11.58,$670.87,"$1,414.78",0,9.91%
Vyfemla,Norethindrone-Ethinyl Estrad,1,"$38,434.28","48,468",892,227,$0.79,$43.09,$169.31,0,1.98%
Vylibra,Norgestimate-Ethinyl Estradiol,1,"$2,531.34","4,452",123,59,$0.57,$20.58,$42.90,0, 
Vytorin,Ezetimibe/Simvastatin,1,"$17,842,096.00","1,623,301","31,581","8,693",$10.99,$564.96,"$2,052.47",0,11.02%
Vyvanse,Lisdexamfetamine Dimesylate,1,"$71,786,953.53","7,102,317","217,344","32,088",$10.11,$330.29,"$2,237.19",0,11.19%
Vyzulta,Latanoprostene Bunod,1,"$8,640,790.25","120,153","21,520","9,995",$71.91,$401.52,$864.51,0,2.83%
Warfarin Sodium,Warfarin Sodium,9,"$147,109,780.86","631,575,758","11,249,168","1,750,791",$0.24,$13.08,$84.02,0,-1.03%
Water,"Water For Irrigation,Sterile",3,"$553,698.16","73,607,400","25,367","6,856",$0.01,$21.83,$80.76,0,-5.28%
Water*,"Water For Injection,Sterile",1,$489.30,760,14, ,$0.64,$34.95, ,1,568.33%
Webcol,Alcohol Antiseptic Pads,1,"$6,699.36","459,770","3,227","1,234",$0.01,$2.08,$5.43,0,-0.53%
Welchol,Colesevelam HCl,1,"$211,716,031.51","56,041,504","307,888","84,381",$5.01,$687.64,"$2,509.05",0,5.80%
Wellbutrin SR,Bupropion HCl,1,"$6,316,328.58","770,962","9,519","1,829",$8.25,$663.55,"$3,453.43",0,5.74%
Wellbutrin XL,Bupropion HCl,1,"$65,203,604.86","1,378,899","24,509","4,116",$48.76,"$2,660.39","$15,841.50",0,8.39%
Wera,Norethindrone-Ethinyl Estrad,1,"$20,374.52","31,424",628,138,$0.65,$32.44,$147.64,0,0.55%
Wymzya Fe,Noreth-Ethinyl Estradiol/Iron,1,"$45,372.61","26,572",558,114,$1.71,$81.31,$398.01,0,3.65%
Xadago,Safinamide Mesylate,1,"$6,304,632.61","253,174","6,306","1,354",$24.90,$999.78,"$4,656.30",0,9.42%
Xalatan,Latanoprost,1,"$10,131,414.32","127,303","31,809","6,180",$79.59,$318.51,"$1,639.39",0,15.46%
Xalkori,Crizotinib,1,"$61,860,769.62","224,369","4,088",782,$275.71,"$15,132.28","$79,105.84",0,7.14%
Xanax,Alprazolam,1,"$16,314,762.00","2,719,651","31,538","5,818",$6.00,$517.30,"$2,804.19",0,14.17%
Xanax XR,Alprazolam,1,"$287,590.13","28,823",448,104,$10.42,$641.94,"$2,765.29",0,9.84%
Xarelto,Rivaroxaban,1,"$3,358,810,708.00","240,480,958","5,896,570","1,050,679",$13.97,$569.62,"$3,196.80",0,9.45%
Xatmep,Methotrexate,1,"$16,601.62","1,022",29,14,$16.24,$572.47,"$1,185.83",1,-0.19%
Xeljanz,Tofacitinib Citrate,1,"$243,275,110.18","3,537,355","55,308","8,855",$68.77,"$4,398.55","$27,473.19",0,8.24%
Xeljanz XR,Tofacitinib Citrate,1,"$337,006,419.99","2,439,257","73,782","12,737",$138.16,"$4,567.60","$26,458.85",0,8.22%
Xenazine,Tetrabenazine,1,"$46,915,065.29","276,556","2,492",418,$174.66,"$18,826.27","$112,237.00",0,8.25%
Xenical,Orlistat,2,"$1,230,995.71","180,753","1,584",457,$6.80,$777.14,"$2,693.64",0,5.84%
Xeomin,Incobotulinumtoxina,1,"$873,585.30","1,690",782,346,$534.76,"$1,117.12","$2,524.81",0,11.55%
Xerese,Acyclovir/Hydrocortisone,1,"$630,207.10","2,580",344,234,$244.27,"$1,832.00","$2,693.19",0,9.03%
Xermelo,Telotristat Etiprate,1,"$8,985,928.06","131,103","1,596",345,$68.54,"$5,630.28","$26,046.17",0,7.86%
Xgeva,Denosumab,1,"$23,416,164.43","17,506","10,221","2,048","$1,337.62","$2,290.99","$11,433.67",0,4.74%
Xhance,Fluticasone Propionate,1,"$600,667.85","21,828","1,013",587,$27.52,$592.96,"$1,023.28",0, 
Xiaflex,Collagenase Clostridium Hist.,1,"$15,924,447.28","3,703","2,317","1,652","$4,300.42","$6,872.87","$9,639.50",0,9.27%
Xifaxan,Rifaximin,1,"$633,453,580.70","17,427,398","326,738","79,817",$36.43,"$1,938.72","$7,936.32",0,7.72%
Xigduo XR,Dapagliflozin/Metformin HCl,1,"$34,711,410.38","3,449,666","52,854","11,853",$11.01,$656.74,"$2,928.49",0,7.58%
Xiidra,Lifitegrast,1,"$140,996,659.18","16,635,209","218,878","77,305",$8.48,$644.18,"$1,823.90",0,13.52%
Ximino,Minocycline HCl,1,"$29,234.72","1,215",41,23,$24.06,$713.04,"$1,271.07",1, 
Xofluza,Baloxavir Marboxil,1,"$40,697.72",529,256,254,$76.93,$158.98,$160.23,0, 
Xolair,Omalizumab,1,"$138,941,934.81","125,645","40,026","6,137","$1,105.83","$3,471.29","$22,640.04",0,5.05%
Xopenex,Levalbuterol HCl,1,"$162,064.30","53,742",377,102,$3.01,$429.88,"$1,588.87",0,4.14%
Xopenex Concentrate,Levalbuterol HCl,1,"$3,449.76",592,17,12,$5.83,$202.93,$287.48,1,9.69%
Xopenex HFA,Levalbuterol Tartrate,1,"$10,609,723.93","2,299,357","117,654","32,886",$4.61,$90.18,$322.62,0,0.10%
Xospata,Gilteritinib Fumarate,1,"$775,797.55","3,060",33,32,$253.53,"$23,509.02","$24,243.67",0, 
Xtampza ER,Oxycodone Myristate,1,"$65,824,404.63","8,187,395","144,566","31,641",$7.79,$455.32,"$2,080.35",0,12.17%
Xtandi,Enzalutamide,1,"$1,182,615,333.30","12,926,956","111,112","20,193",$91.48,"$10,643.45","$58,565.61",0,7.63%
Xulane,Norelgestromin/Ethin.Estradiol,1,"$1,575,185.94","41,629","9,868","2,083",$37.84,$159.63,$756.21,0,7.10%
Xultophy 100-3.6,Insulin Degludec/Liraglutide,1,"$26,768,687.16","405,417","25,212","7,477",$66.03,"$1,061.74","$3,580.14",0,5.12%
Xylocaine With Epinephrine,Lidocaine HCl/Epinephrine,1,$199.57,620,24,20,$0.32,$8.32,$9.98,1,45.91%
Xylocaine*,Lidocaine HCl,2,"$38,289.14","161,166","5,707","5,037",$0.24,$6.71,$7.60,0,-35.43%
Xylocaine-MPF,Lidocaine HCl/PF,3,"$98,396.55","123,881","7,403","6,036",$0.81,$13.29,$16.30,0,-34.17%
Xyrem,Sodium Oxybate,1,"$230,188,815.76","8,963,460","19,304","2,102",$25.68,"$11,924.41","$109,509.43",0,7.99%
Xyzal,Levocetirizine Dihydrochloride,1,"$22,593.10","6,613",140,75,$3.42,$161.38,$301.24,0,-6.83%
